Bacterial Counts,Coral Counts,Algae Counts,Viral Counts
0.5,0.5,0.5,0.5
0.52,0.58,0.42000000000000004,0.7
0.48840000000000006,0.6772,0.3228,0.944
0.39280800000000005,0.796416,0.203584,1.23048
0.21989456000000004,0.94377136,0.05622864000000005,1.5551376000000001
0.0,1.0,0.0,1.9101440320000003
0.0,1.0,0.0,2.2921728384000004
