Bacterial Counts,Coral Counts,Algae Counts,Viral Counts
0.5,0.5,0.5,0
0.61,0.58,0.42000000000000004,0
0.7061999999999999,0.6754,0.3246,0
0.7852439999999999,0.7898639999999999,0.2101360000000001,0
0.84297608,0.9279291999999999,0.0720708000000001,0
0.8742497616000001,1.0,0.0,0
0.8917347568320001,1.0,0.0,0
