Bacterial Counts,Coral Counts,Algae Counts,Viral Counts
0.5,0.5,0.5,0
0.7,0.49,0.51,0
0.942,0.43779999999999997,0.5622,0
1.2428400000000002,0.32571599999999995,0.6742840000000001,0
1.6262648000000004,0.12880551999999992,0.8711944800000001,0
2.1257566560000005,0.0,1.0,0
2.7509079872000006,0.0,1.0,0
